index	genome	identifier	file	clip	scale	sum_stat	description
5447	1	ENCFF063PEH	/home/suncz/work/s02/Encode_epigenome/data/ENCFF063PEH.bigWig	32	2	mean	ChIP-seq:CTCF:stomach
5448	1	ENCFF094PUR	/home/suncz/work/s02/Encode_epigenome/data/ENCFF094PUR.bigWig	32	2	mean	ChIP-seq:H3K27ac:heart left ventricle
5449	1	ENCFF463CXM	/home/suncz/work/s02/Encode_epigenome/data/ENCFF463CXM.bigWig	32	2	mean	ChIP-seq:H3K9me3:endothelial cell of umbilical vein
5450	1	ENCFF631OAP	/home/suncz/work/s02/Encode_epigenome/data/ENCFF631OAP.bigWig	32	2	mean	ChIP-seq:H3K36me3:left lung
5451	1	ENCFF940PYO	/home/suncz/work/s02/Encode_epigenome/data/ENCFF940PYO.bigWig	32	2	mean	ChIP-seq:H3K4me3:endothelial cell of umbilical vein
5452	1	ENCFF572MTA	/home/suncz/work/s02/Encode_epigenome/data/ENCFF572MTA.bigWig	32	2	mean	ChIP-seq:H3K27me3:esophagus muscularis mucosa
5453	1	ENCFF901RWO	/home/suncz/work/s02/Encode_epigenome/data/ENCFF901RWO.bigWig	32	2	mean	ChIP-seq:CTCF:hepatocyte
5454	1	ENCFF355IHN	/home/suncz/work/s02/Encode_epigenome/data/ENCFF355IHN.bigWig	32	2	mean	ATAC-seq::transverse colon
5455	1	ENCFF914VHT	/home/suncz/work/s02/Encode_epigenome/data/ENCFF914VHT.bigWig	32	2	mean	ChIP-seq:ZNF574:MCF-7
5456	1	ENCFF510IFZ	/home/suncz/work/s02/Encode_epigenome/data/ENCFF510IFZ.bigWig	32	2	mean	ChIP-seq:H3K4me3:hepatocyte
5457	1	ENCFF034ZEQ	/home/suncz/work/s02/Encode_epigenome/data/ENCFF034ZEQ.bigWig	32	2	mean	ChIP-seq:H3K27me3:hepatocyte
5458	1	ENCFF305KLP	/home/suncz/work/s02/Encode_epigenome/data/ENCFF305KLP.bigWig	32	2	mean	ChIP-seq:H3K9me3:hepatocyte
5459	1	ENCFF091ALI	/home/suncz/work/s02/Encode_epigenome/data/ENCFF091ALI.bigWig	32	2	mean	DNase-seq::T-cell
5460	1	ENCFF067CYP	/home/suncz/work/s02/Encode_epigenome/data/ENCFF067CYP.bigWig	32	2	mean	ChIP-seq:H3K27me3:keratinocyte
5461	1	ENCFF436GJG	/home/suncz/work/s02/Encode_epigenome/data/ENCFF436GJG.bigWig	32	2	mean	DNase-seq::placenta
5462	1	ENCFF239XBH	/home/suncz/work/s02/Encode_epigenome/data/ENCFF239XBH.bigWig	32	2	mean	ChIP-seq:H3K4me1:placenta
5463	1	ENCFF404ADS	/home/suncz/work/s02/Encode_epigenome/data/ENCFF404ADS.bigWig	32	2	mean	ChIP-seq:H3K9me3:placenta
5464	1	ENCFF900CPF	/home/suncz/work/s02/Encode_epigenome/data/ENCFF900CPF.bigWig	32	2	mean	ChIP-seq:CTCF:neural crest cell
5465	1	ENCFF657PLZ	/home/suncz/work/s02/Encode_epigenome/data/ENCFF657PLZ.bigWig	32	2	mean	DNase-seq::muscle of leg
5466	1	ENCFF785AVA	/home/suncz/work/s02/Encode_epigenome/data/ENCFF785AVA.bigWig	32	2	mean	DNase-seq::right lung
5467	1	ENCFF581ZOR	/home/suncz/work/s02/Encode_epigenome/data/ENCFF581ZOR.bigWig	32	2	mean	ChIP-seq:POLR2A:body of pancreas
5468	1	ENCFF845WGL	/home/suncz/work/s02/Encode_epigenome/data/ENCFF845WGL.bigWig	32	2	mean	DNase-seq::thymus
5469	1	ENCFF895JDS	/home/suncz/work/s02/Encode_epigenome/data/ENCFF895JDS.bigWig	32	2	mean	ChIP-seq:NCOR1:K562
5470	1	ENCFF358UVV	/home/suncz/work/s02/Encode_epigenome/data/ENCFF358UVV.bigWig	32	2	mean	DNase-seq::stomach
5471	1	ENCFF756UIO	/home/suncz/work/s02/Encode_epigenome/data/ENCFF756UIO.bigWig	32	2	mean	"DNase-seq::CD4-positive, alpha-beta T cell"
5472	1	ENCFF037SVV	/home/suncz/work/s02/Encode_epigenome/data/ENCFF037SVV.bigWig	32	2	mean	ChIP-seq:H3K27ac:stomach
5473	1	ENCFF358XWW	/home/suncz/work/s02/Encode_epigenome/data/ENCFF358XWW.bigWig	32	2	mean	ChIP-seq:ZNF830:K562
5474	1	ENCFF994ADY	/home/suncz/work/s02/Encode_epigenome/data/ENCFF994ADY.bigWig	32	2	mean	ChIP-seq:H3K27me3:stomach
5475	1	ENCFF364OGY	/home/suncz/work/s02/Encode_epigenome/data/ENCFF364OGY.bigWig	32	2	mean	ChIP-seq:ZC3H8:K562
5476	1	ENCFF688GCI	/home/suncz/work/s02/Encode_epigenome/data/ENCFF688GCI.bigWig	32	2	mean	ChIP-seq:H3K4me1:thymus
5477	1	ENCFF822GTQ	/home/suncz/work/s02/Encode_epigenome/data/ENCFF822GTQ.bigWig	32	2	mean	ChIP-seq:H3K36me3:ascending aorta
5478	1	ENCFF383FVK	/home/suncz/work/s02/Encode_epigenome/data/ENCFF383FVK.bigWig	32	2	mean	ChIP-seq:H3K36me3:thymus
5479	1	ENCFF190CCR	/home/suncz/work/s02/Encode_epigenome/data/ENCFF190CCR.bigWig	32	2	mean	ChIP-seq:H3K9me3:muscle of trunk
5480	1	ENCFF772QHK	/home/suncz/work/s02/Encode_epigenome/data/ENCFF772QHK.bigWig	32	2	mean	ChIP-seq:H3K9me3:ascending aorta
5481	1	ENCFF086MBQ	/home/suncz/work/s02/Encode_epigenome/data/ENCFF086MBQ.bigWig	32	2	mean	ChIP-seq:H3K9ac:mesenchymal stem cell
5482	1	ENCFF750KSM	/home/suncz/work/s02/Encode_epigenome/data/ENCFF750KSM.bigWig	32	2	mean	DNase-seq::T-cell
5483	1	ENCFF463QOD	/home/suncz/work/s02/Encode_epigenome/data/ENCFF463QOD.bigWig	32	2	mean	DNase-seq::natural killer cell
5484	1	ENCFF536TBW	/home/suncz/work/s02/Encode_epigenome/data/ENCFF536TBW.bigWig	32	2	mean	ChIP-seq:H3K4me1:natural killer cell
5485	1	ENCFF683TIO	/home/suncz/work/s02/Encode_epigenome/data/ENCFF683TIO.bigWig	32	2	mean	ChIP-seq:H3K27me3:natural killer cell
5486	1	ENCFF090IQV	/home/suncz/work/s02/Encode_epigenome/data/ENCFF090IQV.bigWig	32	2	mean	ChIP-seq:H3K9me3:natural killer cell
5487	1	ENCFF492QZP	/home/suncz/work/s02/Encode_epigenome/data/ENCFF492QZP.bigWig	32	2	mean	"DNase-seq::CD8-positive, alpha-beta T cell"
5488	1	ENCFF528BNZ	/home/suncz/work/s02/Encode_epigenome/data/ENCFF528BNZ.bigWig	32	2	mean	"DNase-seq::CD8-positive, alpha-beta T cell"
5489	1	ENCFF474CNJ	/home/suncz/work/s02/Encode_epigenome/data/ENCFF474CNJ.bigWig	32	2	mean	ChIP-seq:CHAMP1:K562
5490	1	ENCFF702RRA	/home/suncz/work/s02/Encode_epigenome/data/ENCFF702RRA.bigWig	32	2	mean	"DNase-seq::CD8-positive, alpha-beta T cell"
5491	1	ENCFF016PFI	/home/suncz/work/s02/Encode_epigenome/data/ENCFF016PFI.bigWig	32	2	mean	"DNase-seq::CD8-positive, alpha-beta T cell"
5492	1	ENCFF319JVY	/home/suncz/work/s02/Encode_epigenome/data/ENCFF319JVY.bigWig	32	2	mean	DNase-seq::T-cell
5493	1	ENCFF651JET	/home/suncz/work/s02/Encode_epigenome/data/ENCFF651JET.bigWig	32	2	mean	ChIP-seq:H3K4me2:astrocyte
5494	1	ENCFF252GEC	/home/suncz/work/s02/Encode_epigenome/data/ENCFF252GEC.bigWig	32	2	mean	DNase-seq::ELF-1
5495	1	ENCFF199LRZ	/home/suncz/work/s02/Encode_epigenome/data/ENCFF199LRZ.bigWig	32	2	mean	ChIP-seq:H3K4me3:A549
5496	1	ENCFF839IEW	/home/suncz/work/s02/Encode_epigenome/data/ENCFF839IEW.bigWig	32	2	mean	"DNase-seq::CD4-positive, alpha-beta T cell"
5497	1	ENCFF124QWS	/home/suncz/work/s02/Encode_epigenome/data/ENCFF124QWS.bigWig	32	2	mean	DNase-seq::A549
5498	1	ENCFF241UWA	/home/suncz/work/s02/Encode_epigenome/data/ENCFF241UWA.bigWig	32	2	mean	DNase-seq::GM23338
5499	1	ENCFF957RHM	/home/suncz/work/s02/Encode_epigenome/data/ENCFF957RHM.bigWig	32	2	mean	ChIP-seq:POLR2AphosphoS5:endothelial cell of umbilical vein
5500	1	ENCFF938EXZ	/home/suncz/work/s02/Encode_epigenome/data/ENCFF938EXZ.bigWig	32	2	mean	ChIP-seq:H3K27me3:endothelial cell of umbilical vein
5501	1	ENCFF981FBW	/home/suncz/work/s02/Encode_epigenome/data/ENCFF981FBW.bigWig	32	2	mean	ChIP-seq:H3K79me2:endothelial cell of umbilical vein
5502	1	ENCFF518OIS	/home/suncz/work/s02/Encode_epigenome/data/ENCFF518OIS.bigWig	32	2	mean	ChIP-seq:E2F4:MCF-7
5503	1	ENCFF493ATA	/home/suncz/work/s02/Encode_epigenome/data/ENCFF493ATA.bigWig	32	2	mean	ChIP-seq:H3K4me1:A673
5504	1	ENCFF939TAM	/home/suncz/work/s02/Encode_epigenome/data/ENCFF939TAM.bigWig	32	2	mean	ChIP-seq:CTCF:endothelial cell of umbilical vein
5505	1	ENCFF008UII	/home/suncz/work/s02/Encode_epigenome/data/ENCFF008UII.bigWig	32	2	mean	"DNase-seq::CD4-positive, alpha-beta T cell"
5506	1	ENCFF310NVD	/home/suncz/work/s02/Encode_epigenome/data/ENCFF310NVD.bigWig	32	2	mean	DNase-seq::stomach
5507	1	ENCFF509HTJ	/home/suncz/work/s02/Encode_epigenome/data/ENCFF509HTJ.bigWig	32	2	mean	ChIP-seq:HES1:MCF-7
5508	1	ENCFF476HBN	/home/suncz/work/s02/Encode_epigenome/data/ENCFF476HBN.bigWig	32	2	mean	ChIP-seq:H3K27me3:astrocyte
5509	1	ENCFF003JSV	/home/suncz/work/s02/Encode_epigenome/data/ENCFF003JSV.bigWig	32	2	mean	ChIP-seq:H3K36me3:A673
5510	1	ENCFF610LRU	/home/suncz/work/s02/Encode_epigenome/data/ENCFF610LRU.bigWig	32	2	mean	ChIP-seq:KAT8:K562
5511	1	ENCFF227WQI	/home/suncz/work/s02/Encode_epigenome/data/ENCFF227WQI.bigWig	32	2	mean	ChIP-seq:KDM1A:K562
5512	1	ENCFF318PWA	/home/suncz/work/s02/Encode_epigenome/data/ENCFF318PWA.bigWig	32	2	mean	DNase-seq::small intestine
5513	1	ENCFF024YLU	/home/suncz/work/s02/Encode_epigenome/data/ENCFF024YLU.bigWig	32	2	mean	ChIP-seq:H3K27ac:small intestine
5514	1	ENCFF150YZO	/home/suncz/work/s02/Encode_epigenome/data/ENCFF150YZO.bigWig	32	2	mean	ChIP-seq:NFRKB:HepG2
5515	1	ENCFF721VIJ	/home/suncz/work/s02/Encode_epigenome/data/ENCFF721VIJ.bigWig	32	2	mean	DNase-seq::BE2C
5516	1	ENCFF534SLS	/home/suncz/work/s02/Encode_epigenome/data/ENCFF534SLS.bigWig	32	2	mean	ChIP-seq:CTCF:A673
5517	1	ENCFF079MGM	/home/suncz/work/s02/Encode_epigenome/data/ENCFF079MGM.bigWig	32	2	mean	ChIP-seq:H3K9me3:A673
5518	1	ENCFF313CYB	/home/suncz/work/s02/Encode_epigenome/data/ENCFF313CYB.bigWig	32	2	mean	ChIP-seq:THRAP3:K562
5519	1	ENCFF557ICC	/home/suncz/work/s02/Encode_epigenome/data/ENCFF557ICC.bigWig	32	2	mean	ChIP-seq:H3K27me3:body of pancreas
5520	1	ENCFF753PTI	/home/suncz/work/s02/Encode_epigenome/data/ENCFF753PTI.bigWig	32	2	mean	DNase-seq::T-cell
5521	1	ENCFF504FJS	/home/suncz/work/s02/Encode_epigenome/data/ENCFF504FJS.bigWig	32	2	mean	ChIP-seq:H3K4me3:endothelial cell of umbilical vein
5522	1	ENCFF131POA	/home/suncz/work/s02/Encode_epigenome/data/ENCFF131POA.bigWig	32	2	mean	"DNase-seq::central memory CD4-positive, alpha-beta T cell"
5523	1	ENCFF816IIS	/home/suncz/work/s02/Encode_epigenome/data/ENCFF816IIS.bigWig	32	2	mean	DNase-seq::A673
5524	1	ENCFF286JEB	/home/suncz/work/s02/Encode_epigenome/data/ENCFF286JEB.bigWig	32	2	mean	ChIP-seq:CTCF:body of pancreas
5525	1	ENCFF810XOL	/home/suncz/work/s02/Encode_epigenome/data/ENCFF810XOL.bigWig	32	2	mean	ChIP-seq:H3K9ac:endothelial cell of umbilical vein
5526	1	ENCFF075YPP	/home/suncz/work/s02/Encode_epigenome/data/ENCFF075YPP.bigWig	32	2	mean	ChIP-seq:H3K9ac:endothelial cell of umbilical vein
5527	1	ENCFF588GEZ	/home/suncz/work/s02/Encode_epigenome/data/ENCFF588GEZ.bigWig	32	2	mean	ChIP-seq:H3K4me3:body of pancreas
5528	1	ENCFF671RMS	/home/suncz/work/s02/Encode_epigenome/data/ENCFF671RMS.bigWig	32	2	mean	DNase-seq::endothelial cell of umbilical vein
5529	1	ENCFF950WGH	/home/suncz/work/s02/Encode_epigenome/data/ENCFF950WGH.bigWig	32	2	mean	DNase-seq::T-cell
5530	1	ENCFF483VJJ	/home/suncz/work/s02/Encode_epigenome/data/ENCFF483VJJ.bigWig	32	2	mean	DNase-seq::muscle of leg
5531	1	ENCFF161HMR	/home/suncz/work/s02/Encode_epigenome/data/ENCFF161HMR.bigWig	32	2	mean	ChIP-seq:H3K27me3:esophagus muscularis mucosa
5532	1	ENCFF361HOE	/home/suncz/work/s02/Encode_epigenome/data/ENCFF361HOE.bigWig	32	2	mean	DNase-seq::stomach
5533	1	ENCFF203ACG	/home/suncz/work/s02/Encode_epigenome/data/ENCFF203ACG.bigWig	32	2	mean	DNase-seq::thymus
5534	1	ENCFF338HPK	/home/suncz/work/s02/Encode_epigenome/data/ENCFF338HPK.bigWig	32	2	mean	DNase-seq::stomach
5535	1	ENCFF789XNH	/home/suncz/work/s02/Encode_epigenome/data/ENCFF789XNH.bigWig	32	2	mean	ChIP-seq:ZNF687:GM12878
5536	1	ENCFF803YVS	/home/suncz/work/s02/Encode_epigenome/data/ENCFF803YVS.bigWig	32	2	mean	DNase-seq::stomach
5537	1	ENCFF324DLM	/home/suncz/work/s02/Encode_epigenome/data/ENCFF324DLM.bigWig	32	2	mean	DNase-seq::muscle of trunk
5538	1	ENCFF033FKZ	/home/suncz/work/s02/Encode_epigenome/data/ENCFF033FKZ.bigWig	32	2	mean	ChIP-seq:H3K4me3:thymus
5539	1	ENCFF184QIG	/home/suncz/work/s02/Encode_epigenome/data/ENCFF184QIG.bigWig	32	2	mean	DNase-seq::renal cortex interstitium
5540	1	ENCFF408DGX	/home/suncz/work/s02/Encode_epigenome/data/ENCFF408DGX.bigWig	32	2	mean	ChIP-seq:MCM2:K562
5541	1	ENCFF267SCS	/home/suncz/work/s02/Encode_epigenome/data/ENCFF267SCS.bigWig	32	2	mean	ChIP-seq:CTCF:brain
5542	1	ENCFF030NZF	/home/suncz/work/s02/Encode_epigenome/data/ENCFF030NZF.bigWig	32	2	mean	ChIP-seq:H3K4me3:muscle of trunk
5543	1	ENCFF375LRP	/home/suncz/work/s02/Encode_epigenome/data/ENCFF375LRP.bigWig	32	2	mean	ChIP-seq:SMARCE1:MCF-7
5544	1	ENCFF627WEJ	/home/suncz/work/s02/Encode_epigenome/data/ENCFF627WEJ.bigWig	32	2	mean	DNase-seq::SK-MEL-5
5545	1	ENCFF657FRL	/home/suncz/work/s02/Encode_epigenome/data/ENCFF657FRL.bigWig	32	2	mean	DNase-seq::stomach
5546	1	ENCFF981ZHS	/home/suncz/work/s02/Encode_epigenome/data/ENCFF981ZHS.bigWig	32	2	mean	DNase-seq::thymus
5547	1	ENCFF959ITI	/home/suncz/work/s02/Encode_epigenome/data/ENCFF959ITI.bigWig	32	2	mean	DNase-seq::muscle of trunk
5548	1	ENCFF681LTR	/home/suncz/work/s02/Encode_epigenome/data/ENCFF681LTR.bigWig	32	2	mean	DNase-seq::muscle of arm
5549	1	ENCFF655GBI	/home/suncz/work/s02/Encode_epigenome/data/ENCFF655GBI.bigWig	32	2	mean	ChIP-seq:IRF5:GM12878
5550	1	ENCFF324DWX	/home/suncz/work/s02/Encode_epigenome/data/ENCFF324DWX.bigWig	32	2	mean	ChIP-seq:H3K9me3:Peyer's patch
5551	1	ENCFF663ECD	/home/suncz/work/s02/Encode_epigenome/data/ENCFF663ECD.bigWig	32	2	mean	ChIP-seq:H3K36me3:foreskin fibroblast
5552	1	ENCFF033QQE	/home/suncz/work/s02/Encode_epigenome/data/ENCFF033QQE.bigWig	32	2	mean	ChIP-seq:H3K4me1:foreskin fibroblast
5553	1	ENCFF796ITQ	/home/suncz/work/s02/Encode_epigenome/data/ENCFF796ITQ.bigWig	32	2	mean	ChIP-seq:H3K27me3:foreskin fibroblast
5554	1	ENCFF504BVV	/home/suncz/work/s02/Encode_epigenome/data/ENCFF504BVV.bigWig	32	2	mean	DNase-seq::kidney capillary endothelial cell
5555	1	ENCFF268DVI	/home/suncz/work/s02/Encode_epigenome/data/ENCFF268DVI.bigWig	32	2	mean	DNase-seq::T-cell
5556	1	ENCFF940NBY	/home/suncz/work/s02/Encode_epigenome/data/ENCFF940NBY.bigWig	32	2	mean	DNase-seq::T-helper 17 cell
5557	1	ENCFF228CIR	/home/suncz/work/s02/Encode_epigenome/data/ENCFF228CIR.bigWig	32	2	mean	ChIP-seq:H3K4me1:spleen
5558	1	ENCFF202GDH	/home/suncz/work/s02/Encode_epigenome/data/ENCFF202GDH.bigWig	32	2	mean	ATAC-seq::tibial artery
5559	1	ENCFF376LFQ	/home/suncz/work/s02/Encode_epigenome/data/ENCFF376LFQ.bigWig	32	2	mean	"DNase-seq::effector CD4-positive, alpha-beta T cell"
5560	1	ENCFF249RKQ	/home/suncz/work/s02/Encode_epigenome/data/ENCFF249RKQ.bigWig	32	2	mean	ChIP-seq:H3K27ac:lower lobe of left lung
5561	1	ENCFF692GFN	/home/suncz/work/s02/Encode_epigenome/data/ENCFF692GFN.bigWig	32	2	mean	"DNase-seq::effector memory CD4-positive, alpha-beta T cell"
5562	1	ENCFF939BZF	/home/suncz/work/s02/Encode_epigenome/data/ENCFF939BZF.bigWig	32	2	mean	ChIP-seq:H3K27me3:cardiac muscle cell
5563	1	ENCFF453MVN	/home/suncz/work/s02/Encode_epigenome/data/ENCFF453MVN.bigWig	32	2	mean	ChIP-seq:H3K27ac:coronary artery
5564	1	ENCFF172SIB	/home/suncz/work/s02/Encode_epigenome/data/ENCFF172SIB.bigWig	32	2	mean	DNase-seq::H9
5565	1	ENCFF882LYR	/home/suncz/work/s02/Encode_epigenome/data/ENCFF882LYR.bigWig	32	2	mean	ChIP-seq:H3K27ac:stomach
5566	1	ENCFF849RBN	/home/suncz/work/s02/Encode_epigenome/data/ENCFF849RBN.bigWig	32	2	mean	ChIP-seq:H3K27me3:ascending aorta
5567	1	ENCFF240UKC	/home/suncz/work/s02/Encode_epigenome/data/ENCFF240UKC.bigWig	32	2	mean	ChIP-seq:H3K27ac:right atrium auricular region
5568	1	ENCFF808WTA	/home/suncz/work/s02/Encode_epigenome/data/ENCFF808WTA.bigWig	32	2	mean	ChIP-seq:CTCF:brain
5569	1	ENCFF524LKF	/home/suncz/work/s02/Encode_epigenome/data/ENCFF524LKF.bigWig	32	2	mean	ChIP-seq:H3K27ac:transverse colon
5570	1	ENCFF286BFK	/home/suncz/work/s02/Encode_epigenome/data/ENCFF286BFK.bigWig	32	2	mean	DNase-seq::dorsolateral prefrontal cortex
5571	1	ENCFF068ZBR	/home/suncz/work/s02/Encode_epigenome/data/ENCFF068ZBR.bigWig	32	2	mean	ChIP-seq:H3K9me3:spleen
5572	1	ENCFF612IZT	/home/suncz/work/s02/Encode_epigenome/data/ENCFF612IZT.bigWig	32	2	mean	ChIP-seq:H3K4me3:heart left ventricle
5573	1	ENCFF028TDS	/home/suncz/work/s02/Encode_epigenome/data/ENCFF028TDS.bigWig	32	2	mean	ChIP-seq:H3K27ac:lung
5574	1	ENCFF751TAA	/home/suncz/work/s02/Encode_epigenome/data/ENCFF751TAA.bigWig	32	2	mean	ChIP-seq:ELF1:MCF-7
5575	1	ENCFF052CPA	/home/suncz/work/s02/Encode_epigenome/data/ENCFF052CPA.bigWig	32	2	mean	DNase-seq::dorsolateral prefrontal cortex
5576	1	ENCFF521VBA	/home/suncz/work/s02/Encode_epigenome/data/ENCFF521VBA.bigWig	32	2	mean	ChIP-seq:H3K9me3:lower lobe of left lung
5577	1	ENCFF579URV	/home/suncz/work/s02/Encode_epigenome/data/ENCFF579URV.bigWig	32	2	mean	ChIP-seq:MNT:K562
5578	1	ENCFF379GRR	/home/suncz/work/s02/Encode_epigenome/data/ENCFF379GRR.bigWig	32	2	mean	ChIP-seq:CTCF:thoracic aorta
5579	1	ENCFF289YGL	/home/suncz/work/s02/Encode_epigenome/data/ENCFF289YGL.bigWig	32	2	mean	ChIP-seq:H3K27ac:spleen
5580	1	ENCFF846QJV	/home/suncz/work/s02/Encode_epigenome/data/ENCFF846QJV.bigWig	32	2	mean	ChIP-seq:H3K27me3:gastrocnemius medialis
5581	1	ENCFF522WFI	/home/suncz/work/s02/Encode_epigenome/data/ENCFF522WFI.bigWig	32	2	mean	ChIP-seq:RAD51:MCF-7
5582	1	ENCFF454BDK	/home/suncz/work/s02/Encode_epigenome/data/ENCFF454BDK.bigWig	32	2	mean	ChIP-seq:H3K27ac:stomach
5583	1	ENCFF379BAB	/home/suncz/work/s02/Encode_epigenome/data/ENCFF379BAB.bigWig	32	2	mean	ChIP-seq:H3K4me3:lower lobe of left lung
5584	1	ENCFF295GYI	/home/suncz/work/s02/Encode_epigenome/data/ENCFF295GYI.bigWig	32	2	mean	ChIP-seq:ATF2:GM12878
5585	1	ENCFF970YLB	/home/suncz/work/s02/Encode_epigenome/data/ENCFF970YLB.bigWig	32	2	mean	ChIP-seq:H3K4me3:coronary artery
5586	1	ENCFF621MFQ	/home/suncz/work/s02/Encode_epigenome/data/ENCFF621MFQ.bigWig	32	2	mean	ChIP-seq:H3K4me3:breast epithelium
5587	1	ENCFF353NLM	/home/suncz/work/s02/Encode_epigenome/data/ENCFF353NLM.bigWig	32	2	mean	ChIP-seq:POLR2A:sigmoid colon
5588	1	ENCFF731MVA	/home/suncz/work/s02/Encode_epigenome/data/ENCFF731MVA.bigWig	32	2	mean	DNase-seq::T-cell
5589	1	ENCFF070CRK	/home/suncz/work/s02/Encode_epigenome/data/ENCFF070CRK.bigWig	32	2	mean	ChIP-seq:H3K36me3:stomach
5590	1	ENCFF070EJH	/home/suncz/work/s02/Encode_epigenome/data/ENCFF070EJH.bigWig	32	2	mean	ATAC-seq::bile duct
5591	1	ENCFF747ANM	/home/suncz/work/s02/Encode_epigenome/data/ENCFF747ANM.bigWig	32	2	mean	ChIP-seq:CTCF:neural progenitor cell
5592	1	ENCFF213UYA	/home/suncz/work/s02/Encode_epigenome/data/ENCFF213UYA.bigWig	32	2	mean	ChIP-seq:H3K4me1:heart left ventricle
5593	1	ENCFF476CYK	/home/suncz/work/s02/Encode_epigenome/data/ENCFF476CYK.bigWig	32	2	mean	ChIP-seq:FOXK2:HepG2
5594	1	ENCFF969UYR	/home/suncz/work/s02/Encode_epigenome/data/ENCFF969UYR.bigWig	32	2	mean	DNase-seq::renal cortex interstitium
5595	1	ENCFF305XCA	/home/suncz/work/s02/Encode_epigenome/data/ENCFF305XCA.bigWig	32	2	mean	DNase-seq::dorsolateral prefrontal cortex
5596	1	ENCFF668XHN	/home/suncz/work/s02/Encode_epigenome/data/ENCFF668XHN.bigWig	32	2	mean	ChIP-seq:H3K4me3:spleen
5597	1	ENCFF572QRJ	/home/suncz/work/s02/Encode_epigenome/data/ENCFF572QRJ.bigWig	32	2	mean	ChIP-seq:H3K4me1:motor neuron
5598	1	ENCFF749TAL	/home/suncz/work/s02/Encode_epigenome/data/ENCFF749TAL.bigWig	32	2	mean	ChIP-seq:CTCF:heart right ventricle
5599	1	ENCFF712CPI	/home/suncz/work/s02/Encode_epigenome/data/ENCFF712CPI.bigWig	32	2	mean	"DNase-seq::CD4-positive, alpha-beta T cell"
5600	1	ENCFF460CDE	/home/suncz/work/s02/Encode_epigenome/data/ENCFF460CDE.bigWig	32	2	mean	ATAC-seq::cardiac septum
5601	1	ENCFF609DSZ	/home/suncz/work/s02/Encode_epigenome/data/ENCFF609DSZ.bigWig	32	2	mean	DNase-seq::T-cell
5602	1	ENCFF057CJH	/home/suncz/work/s02/Encode_epigenome/data/ENCFF057CJH.bigWig	32	2	mean	ChIP-seq:H3K79me1:trophoblast cell
5603	1	ENCFF123VGW	/home/suncz/work/s02/Encode_epigenome/data/ENCFF123VGW.bigWig	32	2	mean	DNase-seq::CD14-positive monocyte
5604	1	ENCFF689OGE	/home/suncz/work/s02/Encode_epigenome/data/ENCFF689OGE.bigWig	32	2	mean	ChIP-seq:CTCF:heart left ventricle
5605	1	ENCFF390NQU	/home/suncz/work/s02/Encode_epigenome/data/ENCFF390NQU.bigWig	32	2	mean	DNase-seq::fibroblast of skin of right quadriceps
5606	1	ENCFF201XEO	/home/suncz/work/s02/Encode_epigenome/data/ENCFF201XEO.bigWig	32	2	mean	"DNase-seq::naive thymus-derived CD8-positive, alpha-beta T cell"
5607	1	ENCFF100GJM	/home/suncz/work/s02/Encode_epigenome/data/ENCFF100GJM.bigWig	32	2	mean	DNase-seq::left lung
5608	1	ENCFF165MKR	/home/suncz/work/s02/Encode_epigenome/data/ENCFF165MKR.bigWig	32	2	mean	DNase-seq::T-cell
5609	1	ENCFF574SCF	/home/suncz/work/s02/Encode_epigenome/data/ENCFF574SCF.bigWig	32	2	mean	ChIP-seq:CTCF:chondrocyte
5610	1	ENCFF203JRX	/home/suncz/work/s02/Encode_epigenome/data/ENCFF203JRX.bigWig	32	2	mean	ChIP-seq:TCF12:GM12878
5611	1	ENCFF693TDF	/home/suncz/work/s02/Encode_epigenome/data/ENCFF693TDF.bigWig	32	2	mean	ChIP-seq:ZBTB33:liver
5612	1	ENCFF117FYK	/home/suncz/work/s02/Encode_epigenome/data/ENCFF117FYK.bigWig	32	2	mean	ChIP-seq:H3K36me3:esophagus squamous epithelium
5613	1	ENCFF294TCN	/home/suncz/work/s02/Encode_epigenome/data/ENCFF294TCN.bigWig	32	2	mean	"ChIP-seq:H3K36me3:CD8-positive, alpha-beta T cell"
5614	1	ENCFF753MXL	/home/suncz/work/s02/Encode_epigenome/data/ENCFF753MXL.bigWig	32	2	mean	DNase-seq::transverse colon
5615	1	ENCFF942LDY	/home/suncz/work/s02/Encode_epigenome/data/ENCFF942LDY.bigWig	32	2	mean	ChIP-seq:JUND:liver
5616	1	ENCFF527MPC	/home/suncz/work/s02/Encode_epigenome/data/ENCFF527MPC.bigWig	32	2	mean	ChIP-seq:H3K4me3:gastroesophageal sphincter
5617	1	ENCFF211HIT	/home/suncz/work/s02/Encode_epigenome/data/ENCFF211HIT.bigWig	32	2	mean	DNase-seq::thyroid gland
5618	1	ENCFF017LRG	/home/suncz/work/s02/Encode_epigenome/data/ENCFF017LRG.bigWig	32	2	mean	DNase-seq::thyroid gland
5619	1	ENCFF219HMH	/home/suncz/work/s02/Encode_epigenome/data/ENCFF219HMH.bigWig	32	2	mean	ChIP-seq:H3K9me3:adrenal gland
5620	1	ENCFF771UVC	/home/suncz/work/s02/Encode_epigenome/data/ENCFF771UVC.bigWig	32	2	mean	DNase-seq::pancreas
5621	1	ENCFF650XLA	/home/suncz/work/s02/Encode_epigenome/data/ENCFF650XLA.bigWig	32	2	mean	ChIP-seq:ESRRA:MCF-7
