index	genome	identifier	file	clip	scale	sum_stat	description
1666	1	ENCFF552MVN	/home/suncz/work/s02/Encode_epigenome/data/ENCFF552MVN.bigWig	32	2	mean	ChIP-seq:H3K27ac:CD14-positive monocyte
1667	1	ENCFF147FHR	/home/suncz/work/s02/Encode_epigenome/data/ENCFF147FHR.bigWig	32	2	mean	ChIP-seq:H3K4me1:neurosphere
1668	1	ENCFF358NJW	/home/suncz/work/s02/Encode_epigenome/data/ENCFF358NJW.bigWig	32	2	mean	ChIP-seq:USF2:GM12878
1669	1	ENCFF825COY	/home/suncz/work/s02/Encode_epigenome/data/ENCFF825COY.bigWig	32	2	mean	ChIP-seq:H3K4me3:angular gyrus
1670	1	ENCFF808KXB	/home/suncz/work/s02/Encode_epigenome/data/ENCFF808KXB.bigWig	32	2	mean	ChIP-seq:H3K36me3:heart left ventricle
1671	1	ENCFF325YVJ	/home/suncz/work/s02/Encode_epigenome/data/ENCFF325YVJ.bigWig	32	2	mean	ChIP-seq:H3K4me3:GM08714
1672	1	ENCFF109WVR	/home/suncz/work/s02/Encode_epigenome/data/ENCFF109WVR.bigWig	32	2	mean	"ChIP-seq:H3K4me1:CD4-positive, alpha-beta memory T cell"
1673	1	ENCFF026UVC	/home/suncz/work/s02/Encode_epigenome/data/ENCFF026UVC.bigWig	32	2	mean	ChIP-seq:CEBPB:HeLa-S3
1674	1	ENCFF870CCE	/home/suncz/work/s02/Encode_epigenome/data/ENCFF870CCE.bigWig	32	2	mean	ChIP-seq:CTCF:HCT116
1675	1	ENCFF874NVE	/home/suncz/work/s02/Encode_epigenome/data/ENCFF874NVE.bigWig	32	2	mean	ChIP-seq:H3K4me1:luminal epithelial cell of mammary gland
1676	1	ENCFF779RGR	/home/suncz/work/s02/Encode_epigenome/data/ENCFF779RGR.bigWig	32	2	mean	ChIP-seq:POLR2A:HCT116
1677	1	ENCFF913XWL	/home/suncz/work/s02/Encode_epigenome/data/ENCFF913XWL.bigWig	32	2	mean	ChIP-seq:H3K27me3:foreskin melanocyte
1678	1	ENCFF932VPE	/home/suncz/work/s02/Encode_epigenome/data/ENCFF932VPE.bigWig	32	2	mean	ChIP-seq:H3K4me3:iPS-15b
1679	1	ENCFF597VKW	/home/suncz/work/s02/Encode_epigenome/data/ENCFF597VKW.bigWig	32	2	mean	ChIP-seq:CHD1:H1
1680	1	ENCFF003IQI	/home/suncz/work/s02/Encode_epigenome/data/ENCFF003IQI.bigWig	32	2	mean	ChIP-seq:H3K9ac:layer of hippocampus
1681	1	ENCFF154SUU	/home/suncz/work/s02/Encode_epigenome/data/ENCFF154SUU.bigWig	32	2	mean	ChIP-seq:ZNF274:K562
1682	1	ENCFF445GHV	/home/suncz/work/s02/Encode_epigenome/data/ENCFF445GHV.bigWig	32	2	mean	ChIP-seq:H3K36me3:subcutaneous abdominal adipose tissue
1683	1	ENCFF983JLZ	/home/suncz/work/s02/Encode_epigenome/data/ENCFF983JLZ.bigWig	32	2	mean	ChIP-seq:H3K4me3:HCT116
1684	1	ENCFF730WMQ	/home/suncz/work/s02/Encode_epigenome/data/ENCFF730WMQ.bigWig	32	2	mean	ChIP-seq:H3K4me3:layer of hippocampus
1685	1	ENCFF402YEA	/home/suncz/work/s02/Encode_epigenome/data/ENCFF402YEA.bigWig	32	2	mean	ChIP-seq:BRCA1:GM12878
1686	1	ENCFF989FXM	/home/suncz/work/s02/Encode_epigenome/data/ENCFF989FXM.bigWig	32	2	mean	ChIP-seq:CTCFL:K562
1687	1	ENCFF092AOF	/home/suncz/work/s02/Encode_epigenome/data/ENCFF092AOF.bigWig	32	2	mean	ChIP-seq:H3K4me1:liver
1688	1	ENCFF845CZS	/home/suncz/work/s02/Encode_epigenome/data/ENCFF845CZS.bigWig	32	2	mean	ChIP-seq:REST:GM12878
1689	1	ENCFF857KTJ	/home/suncz/work/s02/Encode_epigenome/data/ENCFF857KTJ.bigWig	32	2	mean	ChIP-seq:USF2:H1
1690	1	ENCFF953VNU	/home/suncz/work/s02/Encode_epigenome/data/ENCFF953VNU.bigWig	32	2	mean	ChIP-seq:JUND:HepG2
1691	1	ENCFF446APX	/home/suncz/work/s02/Encode_epigenome/data/ENCFF446APX.bigWig	32	2	mean	"ChIP-seq:H3K9me3:naive thymus-derived CD4-positive, alpha-beta T cell"
1692	1	ENCFF600LQM	/home/suncz/work/s02/Encode_epigenome/data/ENCFF600LQM.bigWig	32	2	mean	ChIP-seq:GTF2F1:HeLa-S3
1693	1	ENCFF894JCY	/home/suncz/work/s02/Encode_epigenome/data/ENCFF894JCY.bigWig	32	2	mean	DNase-seq::GM10266
1694	1	ENCFF695FDK	/home/suncz/work/s02/Encode_epigenome/data/ENCFF695FDK.bigWig	32	2	mean	ChIP-seq:EZH2:GM23248
1695	1	ENCFF680MFN	/home/suncz/work/s02/Encode_epigenome/data/ENCFF680MFN.bigWig	32	2	mean	ChIP-seq:H3K4me1:iPS-20b
1696	1	ENCFF643JJS	/home/suncz/work/s02/Encode_epigenome/data/ENCFF643JJS.bigWig	32	2	mean	ChIP-seq:CTCF:osteoblast
1697	1	ENCFF018WSO	/home/suncz/work/s02/Encode_epigenome/data/ENCFF018WSO.bigWig	32	2	mean	DNase-seq::brain microvascular endothelial cell
1698	1	ENCFF949AOV	/home/suncz/work/s02/Encode_epigenome/data/ENCFF949AOV.bigWig	32	2	mean	ChIP-seq:ASH1L:K562
1699	1	ENCFF004ADV	/home/suncz/work/s02/Encode_epigenome/data/ENCFF004ADV.bigWig	32	2	mean	ChIP-seq:H2AFZ:osteoblast
1700	1	ENCFF530OKB	/home/suncz/work/s02/Encode_epigenome/data/ENCFF530OKB.bigWig	32	2	mean	"ChIP-seq:H3K9me3:effector memory CD4-positive, alpha-beta T cell"
1701	1	ENCFF999YAH	/home/suncz/work/s02/Encode_epigenome/data/ENCFF999YAH.bigWig	32	2	mean	ChIP-seq:CTCF:HL-60
1702	1	ENCFF558FKW	/home/suncz/work/s02/Encode_epigenome/data/ENCFF558FKW.bigWig	32	2	mean	ChIP-seq:H4K20me1:GM23248
1703	1	ENCFF575LWQ	/home/suncz/work/s02/Encode_epigenome/data/ENCFF575LWQ.bigWig	32	2	mean	ChIP-seq:H3K9me3:iPS-18c
1704	1	ENCFF101PSS	/home/suncz/work/s02/Encode_epigenome/data/ENCFF101PSS.bigWig	32	2	mean	ChIP-seq:CTCF:IMR-90
1705	1	ENCFF367UES	/home/suncz/work/s02/Encode_epigenome/data/ENCFF367UES.bigWig	32	2	mean	ChIP-seq:H3K4me2:fibroblast of lung
1706	1	ENCFF556CFH	/home/suncz/work/s02/Encode_epigenome/data/ENCFF556CFH.bigWig	32	2	mean	ChIP-seq:H3K79me2:osteoblast
1707	1	ENCFF034DPW	/home/suncz/work/s02/Encode_epigenome/data/ENCFF034DPW.bigWig	32	2	mean	ChIP-seq:POLR2A:GM12892
1708	1	ENCFF194NJI	/home/suncz/work/s02/Encode_epigenome/data/ENCFF194NJI.bigWig	32	2	mean	DNase-seq::HeLa-S3
1709	1	ENCFF767GAL	/home/suncz/work/s02/Encode_epigenome/data/ENCFF767GAL.bigWig	32	2	mean	"ChIP-seq:H3K4me1:common myeloid progenitor, CD34-positive"
1710	1	ENCFF309FWG	/home/suncz/work/s02/Encode_epigenome/data/ENCFF309FWG.bigWig	32	2	mean	ChIP-seq:H3K27me3:iPS-18a
1711	1	ENCFF556UVZ	/home/suncz/work/s02/Encode_epigenome/data/ENCFF556UVZ.bigWig	32	2	mean	DNase-seq::AG09319
1712	1	ENCFF936ALJ	/home/suncz/work/s02/Encode_epigenome/data/ENCFF936ALJ.bigWig	32	2	mean	"ChIP-seq:H3K36me3:CD4-positive, alpha-beta memory T cell"
1713	1	ENCFF374RUF	/home/suncz/work/s02/Encode_epigenome/data/ENCFF374RUF.bigWig	32	2	mean	ChIP-seq:H3K27me3:mesenchymal stem cell
1714	1	ENCFF297TFG	/home/suncz/work/s02/Encode_epigenome/data/ENCFF297TFG.bigWig	32	2	mean	ChIP-seq:H3K9ac:temporal lobe
1715	1	ENCFF837RSL	/home/suncz/work/s02/Encode_epigenome/data/ENCFF837RSL.bigWig	32	2	mean	ChIP-seq:RAD21:H1
1716	1	ENCFF607AUL	/home/suncz/work/s02/Encode_epigenome/data/ENCFF607AUL.bigWig	32	2	mean	ChIP-seq:H3K9me3:mucosa of rectum
1717	1	ENCFF186WSI	/home/suncz/work/s02/Encode_epigenome/data/ENCFF186WSI.bigWig	32	2	mean	ChIP-seq:TEAD4:A549
1718	1	ENCFF113MFU	/home/suncz/work/s02/Encode_epigenome/data/ENCFF113MFU.bigWig	32	2	mean	ChIP-seq:NRF1:MCF-7
1719	1	ENCFF924MKH	/home/suncz/work/s02/Encode_epigenome/data/ENCFF924MKH.bigWig	32	2	mean	ChIP-seq:H3K4me2:BLaER1
1720	1	ENCFF804LSD	/home/suncz/work/s02/Encode_epigenome/data/ENCFF804LSD.bigWig	32	2	mean	ChIP-seq:H3K4me2:BLaER1
1721	1	ENCFF379QDR	/home/suncz/work/s02/Encode_epigenome/data/ENCFF379QDR.bigWig	32	2	mean	ChIP-seq:BDP1:K562
1722	1	ENCFF625JIM	/home/suncz/work/s02/Encode_epigenome/data/ENCFF625JIM.bigWig	32	2	mean	ChIP-seq:H3K9me3:endodermal cell
1723	1	ENCFF069RMS	/home/suncz/work/s02/Encode_epigenome/data/ENCFF069RMS.bigWig	32	2	mean	ChIP-seq:H3K27me3:adipocyte
1724	1	ENCFF595YPM	/home/suncz/work/s02/Encode_epigenome/data/ENCFF595YPM.bigWig	32	2	mean	ChIP-seq:H3K4me3:foreskin fibroblast
1725	1	ENCFF670RUE	/home/suncz/work/s02/Encode_epigenome/data/ENCFF670RUE.bigWig	32	2	mean	ChIP-seq:SMC3:HeLa-S3
1726	1	ENCFF928UGV	/home/suncz/work/s02/Encode_epigenome/data/ENCFF928UGV.bigWig	32	2	mean	ChIP-seq:H3K4me1:HUES6
1727	1	ENCFF818EXD	/home/suncz/work/s02/Encode_epigenome/data/ENCFF818EXD.bigWig	32	2	mean	ChIP-seq:H3K27ac:layer of hippocampus
1728	1	ENCFF089XKZ	/home/suncz/work/s02/Encode_epigenome/data/ENCFF089XKZ.bigWig	32	2	mean	ChIP-seq:CTCF:pancreas
1729	1	ENCFF803OHB	/home/suncz/work/s02/Encode_epigenome/data/ENCFF803OHB.bigWig	32	2	mean	ChIP-seq:H3K9me3:skeletal muscle satellite cell
1730	1	ENCFF834VRT	/home/suncz/work/s02/Encode_epigenome/data/ENCFF834VRT.bigWig	32	2	mean	ChIP-seq:H3K27ac:dorsolateral prefrontal cortex
1731	1	ENCFF596TOJ	/home/suncz/work/s02/Encode_epigenome/data/ENCFF596TOJ.bigWig	32	2	mean	"ChIP-seq:H3K4me3:common myeloid progenitor, CD34-positive"
1732	1	ENCFF059CCG	/home/suncz/work/s02/Encode_epigenome/data/ENCFF059CCG.bigWig	32	2	mean	ChIP-seq:H3K4me3:colonic mucosa
1733	1	ENCFF265CAE	/home/suncz/work/s02/Encode_epigenome/data/ENCFF265CAE.bigWig	32	2	mean	DNase-seq::fibroblast of the conjunctiva
1734	1	ENCFF322XXE	/home/suncz/work/s02/Encode_epigenome/data/ENCFF322XXE.bigWig	32	2	mean	ChIP-seq:H3K4me3:neuronal stem cell
1735	1	ENCFF251SLL	/home/suncz/work/s02/Encode_epigenome/data/ENCFF251SLL.bigWig	32	2	mean	ChIP-seq:H3K4me3:temporal lobe
1736	1	ENCFF279ZWT	/home/suncz/work/s02/Encode_epigenome/data/ENCFF279ZWT.bigWig	32	2	mean	ChIP-seq:SPI1:GM12891
1737	1	ENCFF995XTX	/home/suncz/work/s02/Encode_epigenome/data/ENCFF995XTX.bigWig	32	2	mean	ChIP-seq:IKZF1:K562
1738	1	ENCFF418CAT	/home/suncz/work/s02/Encode_epigenome/data/ENCFF418CAT.bigWig	32	2	mean	"ChIP-seq:H3K36me3:common myeloid progenitor, CD34-positive"
1739	1	ENCFF933VXR	/home/suncz/work/s02/Encode_epigenome/data/ENCFF933VXR.bigWig	32	2	mean	ChIP-seq:SMARCC2:HeLa-S3
1740	1	ENCFF496HWP	/home/suncz/work/s02/Encode_epigenome/data/ENCFF496HWP.bigWig	32	2	mean	ChIP-seq:H3K27ac:temporal lobe
1741	1	ENCFF966QUT	/home/suncz/work/s02/Encode_epigenome/data/ENCFF966QUT.bigWig	32	2	mean	ChIP-seq:H3K4me3:B cell
1742	1	ENCFF726XBL	/home/suncz/work/s02/Encode_epigenome/data/ENCFF726XBL.bigWig	32	2	mean	ChIP-seq:H3K27ac:angular gyrus
1743	1	ENCFF414WIG	/home/suncz/work/s02/Encode_epigenome/data/ENCFF414WIG.bigWig	32	2	mean	ChIP-seq:BCL11A:H1
1744	1	ENCFF082TDS	/home/suncz/work/s02/Encode_epigenome/data/ENCFF082TDS.bigWig	32	2	mean	ChIP-seq:H3K36me3:skeletal muscle tissue
1745	1	ENCFF437LQX	/home/suncz/work/s02/Encode_epigenome/data/ENCFF437LQX.bigWig	32	2	mean	ChIP-seq:NR2C2:HepG2
1746	1	ENCFF065APW	/home/suncz/work/s02/Encode_epigenome/data/ENCFF065APW.bigWig	32	2	mean	ChIP-seq:H3K36me3:caudate nucleus
1747	1	ENCFF690EWZ	/home/suncz/work/s02/Encode_epigenome/data/ENCFF690EWZ.bigWig	32	2	mean	ChIP-seq:H3K9ac:endodermal cell
1748	1	ENCFF873DKH	/home/suncz/work/s02/Encode_epigenome/data/ENCFF873DKH.bigWig	32	2	mean	DNase-seq::head of caudate nucleus
1749	1	ENCFF487DKA	/home/suncz/work/s02/Encode_epigenome/data/ENCFF487DKA.bigWig	32	2	mean	ChIP-seq:EGR1:MCF-7
1750	1	ENCFF298PAW	/home/suncz/work/s02/Encode_epigenome/data/ENCFF298PAW.bigWig	32	2	mean	ChIP-seq:H3K27ac:GM23338
1751	1	ENCFF230MBP	/home/suncz/work/s02/Encode_epigenome/data/ENCFF230MBP.bigWig	32	2	mean	ChIP-seq:H3K4me3:neutrophil
1752	1	ENCFF273DKS	/home/suncz/work/s02/Encode_epigenome/data/ENCFF273DKS.bigWig	32	2	mean	ChIP-seq:H3K27me3:brain
1753	1	ENCFF006FKL	/home/suncz/work/s02/Encode_epigenome/data/ENCFF006FKL.bigWig	32	2	mean	ChIP-seq:H3K4me3:dorsolateral prefrontal cortex
1754	1	ENCFF597VWN	/home/suncz/work/s02/Encode_epigenome/data/ENCFF597VWN.bigWig	32	2	mean	ChIP-seq:H3K4me3:fibroblast of lung
1755	1	ENCFF805CRR	/home/suncz/work/s02/Encode_epigenome/data/ENCFF805CRR.bigWig	32	2	mean	ChIP-seq:CTCF:dorsolateral prefrontal cortex
1756	1	ENCFF944MGP	/home/suncz/work/s02/Encode_epigenome/data/ENCFF944MGP.bigWig	32	2	mean	ChIP-seq:H3K4me3:GM12875
1757	1	ENCFF305ZXD	/home/suncz/work/s02/Encode_epigenome/data/ENCFF305ZXD.bigWig	32	2	mean	ChIP-seq:H3K9me3:lung
1758	1	ENCFF133FOG	/home/suncz/work/s02/Encode_epigenome/data/ENCFF133FOG.bigWig	32	2	mean	ChIP-seq:H3K27ac:colonic mucosa
1759	1	ENCFF168IFW	/home/suncz/work/s02/Encode_epigenome/data/ENCFF168IFW.bigWig	32	2	mean	ChIP-seq:CTCF:K562
1760	1	ENCFF596CNE	/home/suncz/work/s02/Encode_epigenome/data/ENCFF596CNE.bigWig	32	2	mean	ChIP-seq:SMC3:K562
1761	1	ENCFF110ZZE	/home/suncz/work/s02/Encode_epigenome/data/ENCFF110ZZE.bigWig	32	2	mean	ChIP-seq:BHLHE40:K562
1762	1	ENCFF694ESB	/home/suncz/work/s02/Encode_epigenome/data/ENCFF694ESB.bigWig	32	2	mean	DNase-seq::kidney
1763	1	ENCFF949ZLD	/home/suncz/work/s02/Encode_epigenome/data/ENCFF949ZLD.bigWig	32	2	mean	"ChIP-seq:H3K27me3:common myeloid progenitor, CD34-positive"
1764	1	ENCFF605NSR	/home/suncz/work/s02/Encode_epigenome/data/ENCFF605NSR.bigWig	32	2	mean	ChIP-seq:H3K36me3:mucosa of stomach
1765	1	ENCFF550MOB	/home/suncz/work/s02/Encode_epigenome/data/ENCFF550MOB.bigWig	32	2	mean	ChIP-seq:H3K27me3:brain
1766	1	ENCFF354VDX	/home/suncz/work/s02/Encode_epigenome/data/ENCFF354VDX.bigWig	32	2	mean	ChIP-seq:FOS:GM12878
1767	1	ENCFF143PFU	/home/suncz/work/s02/Encode_epigenome/data/ENCFF143PFU.bigWig	32	2	mean	ChIP-seq:POLR2B:K562
1768	1	ENCFF972NID	/home/suncz/work/s02/Encode_epigenome/data/ENCFF972NID.bigWig	32	2	mean	ChIP-seq:H3K27me3:liver
1769	1	ENCFF026MPK	/home/suncz/work/s02/Encode_epigenome/data/ENCFF026MPK.bigWig	32	2	mean	ChIP-seq:H3K4me3:dorsolateral prefrontal cortex
1770	1	ENCFF800QUT	/home/suncz/work/s02/Encode_epigenome/data/ENCFF800QUT.bigWig	32	2	mean	ChIP-seq:RFX1:K562
1771	1	ENCFF620UWO	/home/suncz/work/s02/Encode_epigenome/data/ENCFF620UWO.bigWig	32	2	mean	ChIP-seq:H3K27ac:dorsolateral prefrontal cortex
1772	1	ENCFF555QGS	/home/suncz/work/s02/Encode_epigenome/data/ENCFF555QGS.bigWig	32	2	mean	ChIP-seq:H3K27ac:liver
1773	1	ENCFF096JNR	/home/suncz/work/s02/Encode_epigenome/data/ENCFF096JNR.bigWig	32	2	mean	ChIP-seq:H3K27ac:dorsolateral prefrontal cortex
1774	1	ENCFF982SAW	/home/suncz/work/s02/Encode_epigenome/data/ENCFF982SAW.bigWig	32	2	mean	ChIP-seq:H3K9me3:AG04450
1775	1	ENCFF501OWH	/home/suncz/work/s02/Encode_epigenome/data/ENCFF501OWH.bigWig	32	2	mean	"ChIP-seq:H3K27ac:common myeloid progenitor, CD34-positive"
1776	1	ENCFF135SDQ	/home/suncz/work/s02/Encode_epigenome/data/ENCFF135SDQ.bigWig	32	2	mean	ChIP-seq:SIN3A:H1
1777	1	ENCFF155XQP	/home/suncz/work/s02/Encode_epigenome/data/ENCFF155XQP.bigWig	32	2	mean	ChIP-seq:E2F8:K562
1778	1	ENCFF149FXH	/home/suncz/work/s02/Encode_epigenome/data/ENCFF149FXH.bigWig	32	2	mean	ChIP-seq:MYC:MCF-7
1779	1	ENCFF271SJJ	/home/suncz/work/s02/Encode_epigenome/data/ENCFF271SJJ.bigWig	32	2	mean	"ChIP-seq:H3K9me3:naive thymus-derived CD4-positive, alpha-beta T cell"
1780	1	ENCFF870BDD	/home/suncz/work/s02/Encode_epigenome/data/ENCFF870BDD.bigWig	32	2	mean	ChIP-seq:NFATC1:GM12878
1781	1	ENCFF187ZZX	/home/suncz/work/s02/Encode_epigenome/data/ENCFF187ZZX.bigWig	32	2	mean	ChIP-seq:CTCF:dorsolateral prefrontal cortex
1782	1	ENCFF765DKU	/home/suncz/work/s02/Encode_epigenome/data/ENCFF765DKU.bigWig	32	2	mean	ChIP-seq:RFX5:SK-N-SH
1783	1	ENCFF563LTE	/home/suncz/work/s02/Encode_epigenome/data/ENCFF563LTE.bigWig	32	2	mean	ChIP-seq:H3K9ac:HUES48
1784	1	ENCFF278DUN	/home/suncz/work/s02/Encode_epigenome/data/ENCFF278DUN.bigWig	32	2	mean	ChIP-seq:MYC:MCF-7
1785	1	ENCFF408FAL	/home/suncz/work/s02/Encode_epigenome/data/ENCFF408FAL.bigWig	32	2	mean	ChIP-seq:H3K4me1:kidney
1786	1	ENCFF007PDL	/home/suncz/work/s02/Encode_epigenome/data/ENCFF007PDL.bigWig	32	2	mean	ChIP-seq:H3K79me2:KMS-11
1787	1	ENCFF273RVE	/home/suncz/work/s02/Encode_epigenome/data/ENCFF273RVE.bigWig	32	2	mean	ChIP-seq:MITF:K562
1788	1	ENCFF639XDW	/home/suncz/work/s02/Encode_epigenome/data/ENCFF639XDW.bigWig	32	2	mean	ChIP-seq:HDAC2:K562
1789	1	ENCFF747HKL	/home/suncz/work/s02/Encode_epigenome/data/ENCFF747HKL.bigWig	32	2	mean	ChIP-seq:ZBTB7A:K562
1790	1	ENCFF959FCK	/home/suncz/work/s02/Encode_epigenome/data/ENCFF959FCK.bigWig	32	2	mean	ChIP-seq:TBP:H1
1791	1	ENCFF082KZY	/home/suncz/work/s02/Encode_epigenome/data/ENCFF082KZY.bigWig	32	2	mean	ChIP-seq:DPF2:K562
1792	1	ENCFF933LNW	/home/suncz/work/s02/Encode_epigenome/data/ENCFF933LNW.bigWig	32	2	mean	ChIP-seq:NBN:K562
1793	1	ENCFF720YHG	/home/suncz/work/s02/Encode_epigenome/data/ENCFF720YHG.bigWig	32	2	mean	ChIP-seq:H3K9ac:ES-I3
1794	1	ENCFF130UEI	/home/suncz/work/s02/Encode_epigenome/data/ENCFF130UEI.bigWig	32	2	mean	ChIP-seq:FIP1L1:HepG2
1795	1	ENCFF766SVL	/home/suncz/work/s02/Encode_epigenome/data/ENCFF766SVL.bigWig	32	2	mean	ChIP-seq:FIP1L1:HepG2
1796	1	ENCFF112WFO	/home/suncz/work/s02/Encode_epigenome/data/ENCFF112WFO.bigWig	32	2	mean	ChIP-seq:H3K27ac:HUES6
1797	1	ENCFF979ZEJ	/home/suncz/work/s02/Encode_epigenome/data/ENCFF979ZEJ.bigWig	32	2	mean	ChIP-seq:MYC:H1
1798	1	ENCFF215ZNV	/home/suncz/work/s02/Encode_epigenome/data/ENCFF215ZNV.bigWig	32	2	mean	"ChIP-seq:H3K27me3:CD4-positive, alpha-beta T cell"
1799	1	ENCFF028ADR	/home/suncz/work/s02/Encode_epigenome/data/ENCFF028ADR.bigWig	32	2	mean	ChIP-seq:H3K4me1:substantia nigra
1800	1	ENCFF796TKW	/home/suncz/work/s02/Encode_epigenome/data/ENCFF796TKW.bigWig	32	2	mean	ChIP-seq:H3K27me3:caudate nucleus
1801	1	ENCFF340GXB	/home/suncz/work/s02/Encode_epigenome/data/ENCFF340GXB.bigWig	32	2	mean	ChIP-seq:EZH2phosphoT487:GM23248
1802	1	ENCFF875CIS	/home/suncz/work/s02/Encode_epigenome/data/ENCFF875CIS.bigWig	32	2	mean	ChIP-seq:NONO:MCF-7
1803	1	ENCFF316KJE	/home/suncz/work/s02/Encode_epigenome/data/ENCFF316KJE.bigWig	32	2	mean	ChIP-seq:TAL1:K562
1804	1	ENCFF375GUY	/home/suncz/work/s02/Encode_epigenome/data/ENCFF375GUY.bigWig	32	2	mean	ChIP-seq:GATA2:endothelial cell of umbilical vein
1805	1	ENCFF084JWF	/home/suncz/work/s02/Encode_epigenome/data/ENCFF084JWF.bigWig	32	2	mean	ChIP-seq:EZH2:HCT116
1806	1	ENCFF155TTA	/home/suncz/work/s02/Encode_epigenome/data/ENCFF155TTA.bigWig	32	2	mean	ChIP-seq:BRCA1:HeLa-S3
1807	1	ENCFF145FWH	/home/suncz/work/s02/Encode_epigenome/data/ENCFF145FWH.bigWig	32	2	mean	ChIP-seq:ZBTB40:K562
1808	1	ENCFF425QWO	/home/suncz/work/s02/Encode_epigenome/data/ENCFF425QWO.bigWig	32	2	mean	ChIP-seq:POLR2A:HepG2
1809	1	ENCFF370VLQ	/home/suncz/work/s02/Encode_epigenome/data/ENCFF370VLQ.bigWig	32	2	mean	ChIP-seq:H3K4me1:heart right ventricle
1810	1	ENCFF386QWG	/home/suncz/work/s02/Encode_epigenome/data/ENCFF386QWG.bigWig	32	2	mean	ChIP-seq:H3K4me3:heart right ventricle
1811	1	ENCFF084YCX	/home/suncz/work/s02/Encode_epigenome/data/ENCFF084YCX.bigWig	32	2	mean	ChIP-seq:FOXA2:HepG2
1812	1	ENCFF238XGJ	/home/suncz/work/s02/Encode_epigenome/data/ENCFF238XGJ.bigWig	32	2	mean	ChIP-seq:H3K27me3:lung
1813	1	ENCFF716FTO	/home/suncz/work/s02/Encode_epigenome/data/ENCFF716FTO.bigWig	32	2	mean	ChIP-seq:MNT:HepG2
1814	1	ENCFF784XPM	/home/suncz/work/s02/Encode_epigenome/data/ENCFF784XPM.bigWig	32	2	mean	ChIP-seq:CBX3:K562
1815	1	ENCFF227SWT	/home/suncz/work/s02/Encode_epigenome/data/ENCFF227SWT.bigWig	32	2	mean	ChIP-seq:H3K36me3:iPS-15b
1816	1	ENCFF080TOL	/home/suncz/work/s02/Encode_epigenome/data/ENCFF080TOL.bigWig	32	2	mean	ChIP-seq:SIN3A:PFSK-1
1817	1	ENCFF777YHR	/home/suncz/work/s02/Encode_epigenome/data/ENCFF777YHR.bigWig	32	2	mean	ChIP-seq:H3K27me3:iPS-20b
1818	1	ENCFF175DLL	/home/suncz/work/s02/Encode_epigenome/data/ENCFF175DLL.bigWig	32	2	mean	ChIP-seq:H3K27ac:dorsolateral prefrontal cortex
1819	1	ENCFF385JTY	/home/suncz/work/s02/Encode_epigenome/data/ENCFF385JTY.bigWig	32	2	mean	ChIP-seq:ELK1:GM12878
1820	1	ENCFF773MCO	/home/suncz/work/s02/Encode_epigenome/data/ENCFF773MCO.bigWig	32	2	mean	"ChIP-seq:H3K4me1:naive thymus-derived CD4-positive, alpha-beta T cell"
1821	1	ENCFF506FGU	/home/suncz/work/s02/Encode_epigenome/data/ENCFF506FGU.bigWig	32	2	mean	ChIP-seq:H3K9ac:endocrine pancreas
1822	1	ENCFF544YTK	/home/suncz/work/s02/Encode_epigenome/data/ENCFF544YTK.bigWig	32	2	mean	ChIP-seq:H3K27me3:dorsolateral prefrontal cortex
1823	1	ENCFF677PYB	/home/suncz/work/s02/Encode_epigenome/data/ENCFF677PYB.bigWig	32	2	mean	ChIP-seq:H3K27me3:GM12878
1824	1	ENCFF592AMK	/home/suncz/work/s02/Encode_epigenome/data/ENCFF592AMK.bigWig	32	2	mean	ChIP-seq:H3K27ac:fibroblast of dermis
1825	1	ENCFF990ALU	/home/suncz/work/s02/Encode_epigenome/data/ENCFF990ALU.bigWig	32	2	mean	ChIP-seq:H3F3A:GM23248
1826	1	ENCFF352GLF	/home/suncz/work/s02/Encode_epigenome/data/ENCFF352GLF.bigWig	32	2	mean	ChIP-seq:H3K9me3:substantia nigra
1827	1	ENCFF932MIW	/home/suncz/work/s02/Encode_epigenome/data/ENCFF932MIW.bigWig	32	2	mean	ChIP-seq:H3K27me3:dorsolateral prefrontal cortex
1828	1	ENCFF347HBQ	/home/suncz/work/s02/Encode_epigenome/data/ENCFF347HBQ.bigWig	32	2	mean	ChIP-seq:CTCF:LNCaP clone FGC
1829	1	ENCFF647FGO	/home/suncz/work/s02/Encode_epigenome/data/ENCFF647FGO.bigWig	32	2	mean	ChIP-seq:CTCF:LNCaP clone FGC
1830	1	ENCFF474KMR	/home/suncz/work/s02/Encode_epigenome/data/ENCFF474KMR.bigWig	32	2	mean	ChIP-seq:ZNF274:GM12878
1831	1	ENCFF907WGU	/home/suncz/work/s02/Encode_epigenome/data/ENCFF907WGU.bigWig	32	2	mean	ChIP-seq:H3K9me3:pancreas
1832	1	ENCFF357SQX	/home/suncz/work/s02/Encode_epigenome/data/ENCFF357SQX.bigWig	32	2	mean	ChIP-seq:H3K4me1:spleen
1833	1	ENCFF938TJR	/home/suncz/work/s02/Encode_epigenome/data/ENCFF938TJR.bigWig	32	2	mean	ChIP-seq:CTCF:foreskin fibroblast
1834	1	ENCFF287GSL	/home/suncz/work/s02/Encode_epigenome/data/ENCFF287GSL.bigWig	32	2	mean	DNase-seq::head of caudate nucleus
1835	1	ENCFF034CCN	/home/suncz/work/s02/Encode_epigenome/data/ENCFF034CCN.bigWig	32	2	mean	ChIP-seq:POLR2A:HeLa-S3
